Age,Gender,MaritalStatus,Education,EducationField,JobRole,Department,BusinessTravel,MonthlyIncome,DistanceFromHome,JobSatisfaction,JobInvolvement,RelationshipSatisfaction,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Churn
30,Female,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2132,22,High,High,Medium,Excellent,5,2,0,1,Yes
50,Male,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,13973,24,High,High,Very High,Excellent,12,11,1,5,No
38,Male,Married,Below College,Medical,Research Scientist,Research & Development,Travel_Frequently,2684,10,High,High,Medium,Excellent,2,1,0,2,No
46,Male,Divorced,College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,10845,7,High,High,Medium,Excellent,8,7,0,7,No
24,Female,Divorced,Below College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,4377,17,High,Medium,Medium,Excellent,4,2,3,2,No
35,Male,Divorced,Master,Other,Laboratory Technician,Research & Development,Travel_Rarely,3743,14,Medium,Medium,Very High,Outstanding,4,2,0,2,Yes
31,Female,Married,Below College,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,4148,1,Low,High,High,Excellent,4,3,0,3,No
18,Male,Single,College,Life Sciences,Research Scientist,Research & Development,Non-Travel,1051,5,Very High,High,Very High,Excellent,0,0,0,0,No
54,Female,Married,Bachelor,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,10739,17,High,High,High,Excellent,10,7,0,8,No
35,Female,Divorced,Master,Medical,Healthcare Representative,Research & Development,Travel_Rarely,10388,25,High,High,High,Excellent,16,10,10,1,No
30,Female,Married,College,Life Sciences,Research Director,Research & Development,Travel_Rarely,11416,8,Low,Very High,High,Excellent,8,7,1,7,No
20,Female,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2600,11,Low,Medium,Low,Excellent,1,0,0,0,Yes
30,Female,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2422,5,Medium,High,Low,Excellent,3,2,1,2,Yes
26,Male,Married,College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5472,2,Very High,Very High,Medium,Excellent,8,7,1,3,No
22,Male,Married,Below College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2451,8,Low,Low,Low,Excellent,4,3,1,1,No
48,Male,Single,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,4240,6,High,Medium,Very High,Excellent,2,2,2,2,No
48,Male,Single,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,10999,4,High,Medium,Medium,Excellent,15,11,4,8,No
41,Female,Single,College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5003,7,High,High,Medium,Excellent,2,2,2,1,No
39,Female,Married,Below College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,12742,1,Very High,Medium,High,Excellent,21,6,11,8,No
27,Female,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,4227,2,Very High,High,Medium,Excellent,3,2,2,2,No
35,Male,Divorced,Bachelor,Other,Laboratory Technician,Research & Development,Travel_Rarely,3917,10,Very High,High,Low,Outstanding,3,2,1,2,No
42,Male,Married,College,Marketing,Manager,Sales,Travel_Rarely,18303,5,High,High,Medium,Excellent,1,0,0,0,No
50,Male,Married,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2380,9,Very High,High,Medium,Excellent,1,0,0,0,No
59,Female,Single,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,13726,2,Very High,Medium,Low,Excellent,5,3,4,3,No
37,Female,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,4777,11,Medium,Low,Low,Excellent,1,0,0,0,Yes
55,Male,Married,Master,Medical,Healthcare Representative,Research & Development,Travel_Frequently,6385,18,Medium,High,Very High,Excellent,8,7,6,7,No
41,Female,Divorced,Below College,Life Sciences,Research Director,Research & Development,Non-Travel,19973,7,High,Low,Medium,Outstanding,21,16,5,10,No
38,Male,Single,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,6861,3,Very High,High,High,Excellent,1,0,0,0,No
26,Male,Single,College,Medical,Sales Executive,Sales,Non-Travel,4969,29,Low,Low,Very High,Excellent,2,2,2,2,Yes
52,Female,Married,Below College,Marketing,Manager,Sales,Travel_Rarely,19845,2,Very High,Low,Very High,Excellent,32,14,6,9,Yes
44,Female,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,13320,28,Very High,Very High,High,Excellent,12,11,11,11,No
50,Female,Married,Bachelor,Life Sciences,Sales Executive,Sales,Non-Travel,6347,1,High,High,Low,Excellent,18,7,0,13,No
36,Female,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2743,16,Low,Very High,High,Excellent,17,13,15,14,Yes
39,Female,Single,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Frequently,10880,22,Low,High,High,Excellent,21,6,2,8,No
33,Female,Single,Below College,Life Sciences,Sales Representative,Sales,Non-Travel,2342,8,Very High,Medium,Very High,Excellent,2,2,2,2,No
45,Female,Married,College,Life Sciences,Manager,Sales,Travel_Rarely,17650,11,Very High,High,Medium,Excellent,9,3,1,1,No
32,Female,Single,Master,Medical,Laboratory Technician,Research & Development,Non-Travel,4025,29,High,High,Medium,Excellent,8,7,7,7,No
34,Male,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,9725,1,Very High,Very High,Very High,Excellent,15,1,0,9,No
59,Male,Married,College,Technical Degree,Manager,Sales,Travel_Rarely,11904,1,Very High,High,High,Excellent,6,4,0,4,No
45,Male,Single,Master,Medical,Human Resources,Human Resources,Travel_Rarely,2177,24,Medium,High,Low,Excellent,6,3,0,4,No
53,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Frequently,7525,2,Medium,Medium,Low,Excellent,15,7,6,12,No
36,Male,Divorced,Bachelor,Other,Laboratory Technician,Research & Development,Travel_Rarely,4834,15,High,High,Medium,Excellent,1,0,0,0,Yes
26,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2042,2,Low,High,Medium,Excellent,3,2,1,2,Yes
34,Female,Married,Master,Life Sciences,Sales Representative,Sales,Travel_Rarely,2220,10,High,High,Very High,Excellent,1,1,0,0,No
28,Male,Married,Below College,Medical,Sales Representative,Sales,Travel_Rarely,1052,10,Medium,High,Medium,Outstanding,1,0,0,0,No
38,Male,Married,Master,Other,Research Scientist,Research & Development,Travel_Frequently,2821,3,High,High,Low,Excellent,2,2,2,2,No
50,Male,Married,Master,Medical,Research Director,Research & Development,Travel_Rarely,19237,2,High,High,Very High,Excellent,8,1,7,7,No
37,Female,Single,Bachelor,Other,Healthcare Representative,Research & Development,Travel_Rarely,4107,3,Medium,High,Low,Excellent,4,3,0,1,No
40,Male,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,8396,26,Low,High,Medium,Excellent,7,7,7,5,No
26,Female,Divorced,Below College,Medical,Research Scientist,Research & Development,Travel_Frequently,2007,1,High,Medium,High,Excellent,5,3,1,3,No
46,Male,Divorced,Master,Medical,Research Director,Research & Development,Travel_Rarely,19627,1,Very High,High,Very High,Excellent,2,2,2,2,No
54,Female,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,10686,2,High,Medium,Medium,Excellent,9,4,7,0,No
56,Female,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Frequently,2942,9,High,High,Medium,Excellent,5,4,0,3,No
36,Female,Single,Doctor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,8858,12,Very High,Medium,Medium,Excellent,14,8,7,8,No
55,Male,Single,Below College,Medical,Manager,Research & Development,Non-Travel,16756,2,Low,Medium,Medium,Excellent,9,7,6,2,No
43,Male,Divorced,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,10798,25,Very High,Medium,High,Excellent,1,0,0,0,No
20,Female,Single,Bachelor,Marketing,Sales Representative,Sales,Travel_Frequently,2323,9,Very High,High,Medium,Excellent,2,2,0,2,Yes
21,Female,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,1416,10,Low,Medium,Low,Excellent,1,0,1,0,Yes
46,Female,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,4615,8,Low,Medium,Low,Outstanding,16,13,1,7,No
51,Male,Married,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2461,4,High,High,High,Excellent,10,0,2,7,Yes
28,Male,Single,College,Technical Degree,Healthcare Representative,Research & Development,Non-Travel,8722,24,Low,Medium,Low,Excellent,10,7,1,9,Yes
26,Male,Married,College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3955,1,Low,Medium,Low,Excellent,5,3,1,3,No
30,Male,Married,Bachelor,Other,Manufacturing Director,Research & Development,Travel_Rarely,9957,20,Low,High,High,Excellent,6,2,0,2,No
41,Female,Married,College,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,3376,7,High,Very High,High,Excellent,10,6,0,8,No
38,Female,Married,Below College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,8823,17,High,Medium,Low,Excellent,19,9,1,9,No
40,Male,Married,Master,Technical Degree,Healthcare Representative,Research & Development,Travel_Rarely,10322,20,Very High,High,Very High,Outstanding,11,10,11,1,No
27,Male,Married,Doctor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,4621,8,High,Low,Very High,Excellent,3,2,1,2,No
55,Male,Married,Below College,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,10976,2,Medium,High,Medium,Excellent,3,2,1,2,No
28,Female,Single,Bachelor,Other,Research Scientist,Research & Development,Travel_Rarely,3660,10,High,High,Very High,Excellent,8,7,1,7,No
44,Male,Married,College,Medical,Human Resources,Human Resources,Travel_Rarely,10482,1,Low,Medium,Very High,Excellent,20,6,3,6,Yes
33,Male,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,7119,5,Very High,Medium,High,Excellent,3,2,1,2,No
35,Male,Single,Bachelor,Technical Degree,Sales Executive,Sales,Travel_Rarely,9582,4,Low,High,Low,Outstanding,8,7,4,7,Yes
33,Female,Single,Master,Medical,Research Scientist,Research & Development,Travel_Frequently,4508,29,High,Medium,Medium,Outstanding,13,7,3,8,Yes
28,Male,Divorced,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2207,15,High,High,Very High,Excellent,4,2,2,2,No
34,Male,Single,Below College,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,7756,3,Very High,High,High,Excellent,6,2,0,4,No
37,Female,Divorced,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,6694,10,Very High,Medium,High,Excellent,1,0,0,0,No
25,Male,Married,Below College,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,3691,4,Very High,High,Medium,Excellent,7,7,5,6,Yes
26,Male,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2377,21,High,High,High,Outstanding,1,1,0,0,Yes
33,Male,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2313,25,Medium,Medium,Medium,Outstanding,2,2,2,2,Yes
42,Male,Married,College,Medical,Manager,Research & Development,Travel_Rarely,17665,2,Low,High,Very High,Excellent,22,6,13,7,No
28,Male,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2596,1,Medium,Medium,Low,Excellent,1,0,0,0,Yes
50,Male,Single,Master,Other,Sales Executive,Sales,Travel_Frequently,4728,1,High,High,Very High,Excellent,0,0,0,0,Yes
33,Female,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Frequently,4302,7,Medium,High,High,Excellent,3,2,0,2,No
34,Male,Married,Master,Life Sciences,Research Scientist,Research & Development,Non-Travel,2979,3,Very High,Medium,Very High,Excellent,0,0,0,0,No
48,Male,Single,Master,Medical,Manager,Research & Development,Non-Travel,16885,1,Very High,Very High,High,Outstanding,5,4,2,1,No
45,Female,Married,Master,Life Sciences,Sales Executive,Sales,Non-Travel,5593,9,High,Medium,Very High,Excellent,15,10,4,12,No
52,Male,Single,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,10445,7,Medium,High,Very High,Excellent,8,6,4,0,No
38,Male,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,8740,10,High,Medium,Medium,Excellent,8,7,2,7,No
29,Female,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2514,28,Very High,High,Low,Outstanding,7,5,1,7,No
28,Female,Divorced,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,7655,3,Medium,High,Medium,Excellent,9,7,1,7,No
46,Male,Married,Below College,Marketing,Manager,Sales,Travel_Rarely,17465,3,High,High,Very High,Excellent,12,9,4,9,No
38,Male,Single,College,Marketing,Sales Executive,Sales,Travel_Rarely,7351,2,Medium,High,High,Excellent,1,0,0,0,No
43,Female,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,10820,27,Low,High,High,Excellent,8,7,0,1,No
39,Male,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,12169,2,Very High,High,Very High,Excellent,18,7,11,5,Yes
40,Male,Single,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,19626,14,High,Medium,Low,Excellent,20,7,4,9,No
21,Female,Single,Below College,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2070,1,Medium,Medium,High,Excellent,2,2,2,2,No
39,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,6782,9,Medium,High,High,Excellent,5,4,0,3,No
36,Male,Single,Master,Life Sciences,Manufacturing Director,Research & Development,Non-Travel,7779,18,Very High,High,Low,Outstanding,11,9,0,9,No
31,Male,Married,Bachelor,Life Sciences,Sales Representative,Sales,Travel_Frequently,2791,20,Very High,Very High,Low,Excellent,2,2,2,2,No
28,Male,Married,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3201,2,Medium,Medium,Low,Excellent,5,3,0,4,No
35,Male,Divorced,College,Marketing,Sales Executive,Sales,Travel_Frequently,4968,11,Very High,High,Very High,Excellent,5,2,0,2,No
49,Male,Married,Master,Technical Degree,Sales Executive,Sales,Travel_Rarely,13120,8,Medium,Medium,Medium,Excellent,9,8,2,3,No
34,Male,Single,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,4033,2,High,High,Very High,Excellent,3,2,0,2,No
29,Female,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,3291,10,Medium,High,Very High,Excellent,7,5,1,1,No
42,Male,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,4272,29,Very High,Low,Low,Excellent,1,0,0,0,No
29,Male,Married,Below College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5056,8,Very High,Medium,High,Excellent,10,7,1,2,No
38,Male,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2844,1,High,Very High,Very High,Excellent,7,6,5,0,No
28,Male,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2703,6,High,Medium,Very High,Excellent,3,1,0,2,No
18,Male,Single,Below College,Medical,Laboratory Technician,Research & Development,Non-Travel,1904,8,High,High,Very High,Excellent,0,0,0,0,Yes
33,Female,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,8224,9,Low,High,Low,Excellent,5,2,0,3,Yes
41,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,4766,12,Very High,High,Low,Excellent,1,0,0,0,No
31,Male,Married,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Frequently,2610,15,High,High,High,Excellent,2,2,2,2,Yes
37,Female,Divorced,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,5731,25,Very High,Medium,High,Excellent,6,2,1,3,No
27,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2539,6,High,Medium,High,Excellent,4,2,2,2,No
34,Female,Married,Below College,Life Sciences,Sales Executive,Sales,Travel_Rarely,5714,9,High,High,Low,Outstanding,6,5,1,3,No
35,Male,Single,Master,Technical Degree,Human Resources,Human Resources,Travel_Rarely,4323,8,High,High,Medium,Excellent,5,4,1,4,No
29,Female,Married,Below College,Life Sciences,Sales Executive,Sales,Travel_Rarely,7336,23,Low,Medium,Low,Excellent,11,8,3,10,Yes
40,Female,Single,Master,Medical,Research Director,Research & Development,Travel_Frequently,13499,9,High,High,High,Excellent,18,7,2,13,No
42,Male,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Frequently,13758,12,Low,High,Medium,Excellent,21,9,13,14,Yes
42,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5155,4,Low,High,Very High,Excellent,6,4,1,5,No
35,Male,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2258,1,High,Medium,Medium,Excellent,8,0,1,7,No
24,Male,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3597,24,Medium,High,Very High,Outstanding,4,3,1,2,No
28,Female,Married,Below College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2515,12,Very High,High,Very High,Excellent,1,1,0,0,Yes
26,Male,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,4420,3,Very High,Very High,Medium,Outstanding,8,7,0,7,No
30,Male,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,6578,10,High,Medium,Low,Excellent,10,3,1,4,No
40,Female,Married,College,Medical,Research Scientist,Research & Development,Travel_Frequently,4422,26,Very High,Medium,Very High,Excellent,1,1,0,0,No
35,Male,Divorced,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,10274,2,Medium,Medium,Medium,Excellent,7,7,6,4,No
34,Male,Single,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Frequently,5343,1,Low,Medium,High,Outstanding,13,9,4,9,No
35,Male,Married,Master,Other,Laboratory Technician,Research & Development,Travel_Frequently,2376,4,Very High,Medium,Medium,Excellent,2,2,2,2,No
43,Female,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,5346,9,High,Low,Medium,Excellent,4,3,1,3,Yes
32,Female,Divorced,Below College,Life Sciences,Sales Representative,Sales,Non-Travel,2827,2,Low,High,High,Excellent,1,0,0,0,No
56,Female,Divorced,Master,Technical Degree,Manager,Research & Development,Travel_Rarely,19943,4,Low,High,Very High,Excellent,5,2,4,2,No
29,Female,Married,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3131,6,Very High,High,Low,Excellent,10,8,0,8,No
19,Male,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2552,9,Low,High,High,Outstanding,1,1,0,0,No
45,Female,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,4477,7,High,High,High,Excellent,3,2,0,2,No
37,Female,Married,Bachelor,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,6474,1,Very High,Medium,Medium,Excellent,14,8,3,11,No
20,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3033,3,High,Medium,Low,Excellent,2,2,1,2,No
44,Male,Single,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2936,10,High,High,High,Excellent,6,4,0,2,Yes
53,Female,Divorced,College,Medical,Manager,Research & Development,Travel_Rarely,18606,7,High,High,Medium,Excellent,7,7,4,7,No
29,Female,Married,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2168,15,Very High,Low,Low,Excellent,5,4,1,3,No
22,Male,Married,Master,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2853,3,Very High,Medium,Medium,Excellent,0,0,0,0,Yes
46,Female,Married,Bachelor,Marketing,Manager,Sales,Travel_Rarely,17048,2,Low,High,Low,Outstanding,26,15,15,9,No
44,Male,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Non-Travel,2290,17,High,Low,Very High,Excellent,0,0,0,0,No
33,Male,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,3600,2,High,High,Very High,Excellent,5,4,1,4,No
41,Male,Divorced,College,Life Sciences,Research Scientist,Research & Development,Non-Travel,2107,5,Low,Medium,Low,Excellent,1,0,0,0,Yes
30,Male,Divorced,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,4115,29,Low,High,High,Excellent,4,3,0,3,No
40,Male,Married,Master,Medical,Sales Executive,Sales,Travel_Frequently,4327,2,Medium,High,Very High,Excellent,0,0,0,0,No
50,Female,Married,Bachelor,Medical,Manager,Research & Development,Travel_Frequently,17856,2,Low,High,High,Outstanding,2,2,2,2,No
28,Male,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3196,19,Low,Medium,High,Excellent,6,5,3,3,No
46,Male,Married,College,Life Sciences,Research Director,Research & Development,Travel_Rarely,19081,15,Medium,High,Low,Excellent,4,2,0,3,No
35,Male,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,8966,17,Low,High,Very High,Excellent,7,7,1,7,No
24,Female,Married,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2210,17,Medium,High,Low,Excellent,1,0,0,0,Yes
33,Female,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Frequently,4539,25,High,High,Low,Excellent,10,7,0,1,No
36,Male,Divorced,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2741,6,High,Low,High,Excellent,7,7,1,7,No
30,Male,Divorced,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,3491,7,High,High,Low,Excellent,10,7,8,9,No
44,Male,Single,Master,Other,Research Scientist,Research & Development,Travel_Rarely,4541,29,Very High,High,Medium,Outstanding,20,11,13,17,No
20,Male,Single,Bachelor,Marketing,Sales Representative,Sales,Travel_Rarely,2678,21,Very High,Very High,Very High,Excellent,2,1,2,2,No
46,Male,Divorced,Master,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,7379,2,Very High,High,High,Excellent,6,3,1,4,No
42,Male,Married,Doctor,Medical,Human Resources,Human Resources,Non-Travel,6272,2,Low,Very High,Low,Excellent,4,3,0,3,No
60,Male,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5220,7,Very High,Very High,Medium,Excellent,11,7,1,9,No
32,Female,Married,Bachelor,Other,Laboratory Technician,Research & Development,Travel_Frequently,2743,13,Medium,Medium,High,Outstanding,2,2,2,2,No
32,Female,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,4998,2,High,High,Very High,Excellent,8,7,0,7,No
36,Female,Divorced,Bachelor,Technical Degree,Manufacturing Director,Research & Development,Travel_Rarely,10252,1,Low,Low,High,Outstanding,7,7,7,7,No
33,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2781,9,Very High,High,Medium,Excellent,14,10,4,10,No
40,Female,Divorced,Bachelor,Technical Degree,Sales Executive,Sales,Travel_Rarely,6852,10,Medium,Medium,Medium,Excellent,5,1,1,3,No
25,Male,Single,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,4950,10,Very High,High,Medium,Excellent,4,3,1,1,No
30,Male,Married,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,3579,1,Medium,High,Low,Outstanding,11,9,5,7,No
42,Female,Married,Doctor,Medical,Research Director,Research & Development,Travel_Frequently,13191,26,Low,High,High,Excellent,1,0,0,0,No
35,Female,Married,College,Marketing,Sales Executive,Sales,Non-Travel,10377,8,Very High,Medium,Medium,Excellent,13,2,4,12,No
27,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2235,14,Low,High,Very High,Excellent,9,7,6,8,No
54,Female,Divorced,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,10502,1,High,High,Low,Excellent,5,4,1,4,No
44,Female,Married,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2011,2,Very High,Very High,Very High,Excellent,10,5,7,7,No
19,Female,Single,Bachelor,Medical,Research Scientist,Research & Development,Non-Travel,1859,10,Medium,Medium,Medium,Outstanding,1,1,0,0,Yes
29,Female,Divorced,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3760,1,Very High,High,Low,Excellent,3,2,1,2,No
54,Male,Married,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,17779,3,Very High,High,Low,Excellent,10,9,0,9,No
31,Male,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,6833,11,Low,High,Very High,Excellent,6,5,0,1,No
31,Female,Single,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,6812,24,Low,Medium,Medium,Excellent,10,9,1,8,No
59,Female,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,5171,3,Very High,Medium,Very High,Excellent,6,1,0,5,No
43,Male,Married,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,19740,3,Very High,Low,Medium,Excellent,8,7,0,7,No
49,Male,Married,College,Medical,Manager,Research & Development,Travel_Rarely,18711,4,High,Medium,High,Excellent,1,0,0,0,No
36,Male,Married,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Frequently,3692,3,Medium,High,High,Excellent,11,10,0,7,No
48,Male,Single,College,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,2559,2,Medium,Very High,High,Excellent,1,0,0,0,No
27,Male,Divorced,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2517,4,High,High,Medium,Excellent,5,3,0,3,No
29,Male,Divorced,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,6623,7,Very High,High,Medium,Excellent,6,0,1,0,No
48,Male,Single,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,18265,1,Very High,Medium,High,Excellent,1,0,0,0,No
29,Female,Divorced,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,16124,1,Very High,Medium,Medium,Excellent,7,7,1,7,No
34,Female,Married,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2585,20,High,Very High,Very High,Excellent,1,0,0,0,No
44,Male,Married,Bachelor,Marketing,Manager,Sales,Travel_Rarely,18213,5,Medium,High,High,Excellent,22,9,3,10,No
33,Male,Divorced,Doctor,Marketing,Sales Executive,Sales,Travel_Rarely,8380,10,High,Very High,Very High,Excellent,9,8,0,8,No
19,Female,Single,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2994,25,Very High,Very High,Very High,Excellent,1,0,0,1,No
23,Male,Married,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,1223,1,High,High,Very High,Outstanding,1,0,0,1,No
25,Male,Single,Below College,Life Sciences,Sales Representative,Sales,Travel_Frequently,1118,24,Very High,Low,Very High,Excellent,1,0,1,0,Yes
26,Male,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2875,4,Very High,High,Medium,Outstanding,8,5,2,2,No
45,Female,Single,Bachelor,Marketing,Manager,Sales,Travel_Rarely,18824,2,Medium,Low,Low,Excellent,24,10,1,11,Yes
55,Male,Divorced,Below College,Medical,Healthcare Representative,Research & Development,Non-Travel,13577,8,Medium,Medium,Very High,Excellent,33,9,15,0,No
21,Female,Single,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Frequently,2625,10,High,Medium,High,Outstanding,2,2,2,2,Yes
46,Female,Married,College,Marketing,Manager,Sales,Travel_Rarely,18789,4,Medium,Medium,High,Excellent,11,4,0,8,No
34,Female,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,4538,2,Low,High,Very High,Excellent,3,2,0,2,No
